oci,citing,cited,creation,timespan,journal_sc,author_sc
06501619385-061902393991,omid:br/06501619385,omid:br/061902393991,2022,P8Y,no,no
06501840615-06702283933,omid:br/06501840615,omid:br/06702283933,2018-01-11,-P0Y3M9D,no,no
06501840615-062101902012,omid:br/06501840615,omid:br/062101902012,2018-01-11,P2Y7M10D,no,no
06502096283-0630264729,omid:br/06502096283,omid:br/0630264729,2021-12-23,P21Y9M,no,no
06502096283-061101805129,omid:br/06502096283,omid:br/061101805129,2021-12-23,P1Y7M16D,no,no
06502096283-062103107520,omid:br/06502096283,omid:br/062103107520,2021-12-23,P3Y5M20D,no,no
06502096283-0630265099,omid:br/06502096283,omid:br/0630265099,2021-12-23,P0Y9M,no,no
06502096283-06160186023,omid:br/06502096283,omid:br/06160186023,2021-12-23,P3Y3M4D,no,no
06502096283-062103107499,omid:br/06502096283,omid:br/062103107499,2021-12-23,P2Y8M20D,no,no
06502096283-0630265345,omid:br/06502096283,omid:br/0630265345,2021-12-23,P2Y11M,no,no
06502096283-06130345367,omid:br/06502096283,omid:br/06130345367,2021-12-23,P8Y8M,no,no
06502096283-06180333983,omid:br/06502096283,omid:br/06180333983,2021-12-23,P4Y11M14D,no,no
06502096283-06170109105,omid:br/06502096283,omid:br/06170109105,2021-12-23,P11Y1M,no,no
06502096283-062601731292,omid:br/06502096283,omid:br/062601731292,2021-12-23,P3Y1M22D,no,no
06502096283-062103107540,omid:br/06502096283,omid:br/062103107540,2021-12-23,P4Y5M3D,no,no
06502096283-06230494630,omid:br/06502096283,omid:br/06230494630,2021-12-23,P11Y,no,no
06502096283-06150599652,omid:br/06502096283,omid:br/06150599652,2021-12-23,P2Y0M0D,no,no
06502096283-062103107547,omid:br/06502096283,omid:br/062103107547,2021-12-23,P4Y5M24D,no,no
06502096283-06802534942,omid:br/06502096283,omid:br/06802534942,2021-12-23,P0Y8M20D,no,no
06502096283-061501288683,omid:br/06502096283,omid:br/061501288683,2021-12-23,P3Y4M23D,no,no
06502096283-0630604293,omid:br/06502096283,omid:br/0630604293,2021-12-23,P1Y,no,no
06502096283-062202417016,omid:br/06502096283,omid:br/062202417016,2021-12-23,P3Y9M16D,no,no
06502099947-061702350487,omid:br/06502099947,omid:br/061702350487,2020-08,P2Y2M,no,no
06502099947-06801577282,omid:br/06502099947,omid:br/06801577282,2020-08,P8Y1M,no,no
06502099947-06601448085,omid:br/06502099947,omid:br/06601448085,2020-08,P6Y,no,no
06502099947-061902563686,omid:br/06502099947,omid:br/061902563686,2020-08,P6Y,no,no
06502099947-06102679720,omid:br/06502099947,omid:br/06102679720,2020-08,P1Y2M,no,no
06502099947-06501540229,omid:br/06502099947,omid:br/06501540229,2020-08,P4Y9M,no,no
06502099947-061302183297,omid:br/06502099947,omid:br/061302183297,2020-08,P1Y,no,no
06502100171-06403089146,omid:br/06502100171,omid:br/06403089146,2020-08,P4Y9M,no,no
06502100171-062301584079,omid:br/06502100171,omid:br/062301584079,2020-08,P1Y,no,no
06502100171-061201935783,omid:br/06502100171,omid:br/061201935783,2020-08,P0Y1M,no,no
06502100171-0630411924,omid:br/06502100171,omid:br/0630411924,2020-08,P3Y7M,no,no
06502100171-06501540229,omid:br/06502100171,omid:br/06501540229,2020-08,P4Y9M,no,no
06502100171-06202770089,omid:br/06502100171,omid:br/06202770089,2020-08,P14Y4M,no,no
06502100171-0640486931,omid:br/06502100171,omid:br/0640486931,2020-08,P6Y0M,no,no
06502100171-06170954869,omid:br/06502100171,omid:br/06170954869,2020-08,P9Y11M,no,no
06502100195-061302131172,omid:br/06502100195,omid:br/061302131172,2020-08,P2Y10M,no,no
06502100195-06180333908,omid:br/06502100195,omid:br/06180333908,2020-08,P2Y6M,no,no
06502100195-06250648166,omid:br/06502100195,omid:br/06250648166,2020-08,P2Y9M,no,no
06502100195-062602410900,omid:br/06502100195,omid:br/062602410900,2020-08,P4Y2M,no,no
06502303149-061902259473,omid:br/06502303149,omid:br/061902259473,2018-11-29,P2Y6M11D,no,no
06502304531-06602558467,omid:br/06502304531,omid:br/06602558467,2015-01-15,P3Y10M1D,no,no
06502304531-062602715637,omid:br/06502304531,omid:br/062602715637,2015-01-15,P5Y,no,no
06502304531-061503280381,omid:br/06502304531,omid:br/061503280381,2015-01-15,P11Y,no,no
06502304531-062203247189,omid:br/06502304531,omid:br/062203247189,2015-01-15,,no,no
06502560611-06802558427,omid:br/06502560611,omid:br/06802558427,2018,P1Y,no,no
06502608044-061701738861,omid:br/06502608044,omid:br/061701738861,2014-03,P0Y6M,no,no
06502608044-0680101371,omid:br/06502608044,omid:br/0680101371,2014-03,P4Y1M,no,no
06502745078-062603326104,omid:br/06502745078,omid:br/062603326104,2017-07,P1Y3M,no,no
06502745078-06130499119,omid:br/06502745078,omid:br/06130499119,2017-07,P14Y10M,no,no
06502745078-062301322322,omid:br/06502745078,omid:br/062301322322,2017-07,P5Y8M,no,no
06502745078-06110895992,omid:br/06502745078,omid:br/06110895992,2017-07,P4Y,no,no
06502745078-061602144486,omid:br/06502745078,omid:br/061602144486,2017-07,P7Y0M,no,no
06502745078-061501673202,omid:br/06502745078,omid:br/061501673202,2017-07,P1Y2M,no,no
06502745078-062501720178,omid:br/06502745078,omid:br/062501720178,2017-07,P7Y3M,no,no
06502745078-062201119747,omid:br/06502745078,omid:br/062201119747,2017-07,P1Y8M,no,no
06502745078-06401489043,omid:br/06502745078,omid:br/06401489043,2017-07,P2Y11M,no,no
06502745078-06240889582,omid:br/06502745078,omid:br/06240889582,2017-07,P24Y1M,no,no
06502745078-062403290133,omid:br/06502745078,omid:br/062403290133,2017-07,P15Y,no,no
06502745078-061902477894,omid:br/06502745078,omid:br/061902477894,2017-07,P0Y10M,no,no
06502745078-0660578226,omid:br/06502745078,omid:br/0660578226,2017-07,P23Y7M,no,no
06502745078-06260667707,omid:br/06502745078,omid:br/06260667707,2017-07,P9Y6M,no,no
06502745078-0630517653,omid:br/06502745078,omid:br/0630517653,2017-07,P15Y8M,no,no
06502745078-062201288511,omid:br/06502745078,omid:br/062201288511,2017-07,P17Y7M,no,no
06502745078-062301119856,omid:br/06502745078,omid:br/062301119856,2017-07,P7Y4M,no,no
06502818666-061701739074,omid:br/06502818666,omid:br/061701739074,2016,P7Y,no,no
06502818666-06802923684,omid:br/06502818666,omid:br/06802923684,2016,P0Y,no,no
06502818666-061701438996,omid:br/06502818666,omid:br/061701438996,2016,P0Y,no,no
06502818666-061202512414,omid:br/06502818666,omid:br/061202512414,2016,P0Y,no,yes
06502818666-061701439166,omid:br/06502818666,omid:br/061701439166,2016,P4Y,no,no
06502818666-062102006200,omid:br/06502818666,omid:br/062102006200,2016,P2Y,no,no
06502818666-06602923637,omid:br/06502818666,omid:br/06602923637,2016,P1Y,no,no
06502818666-061502908156,omid:br/06502818666,omid:br/061502908156,2016,P5Y,no,no
06502818666-062502547642,omid:br/06502818666,omid:br/062502547642,2016,P1Y,no,no
0650289359-06120897595,omid:br/0650289359,omid:br/06120897595,2022-07-11,P3Y3M6D,no,no
0650289359-06401525824,omid:br/0650289359,omid:br/06401525824,2022-07-11,P3Y11M,no,no
0650289359-061601800068,omid:br/0650289359,omid:br/061601800068,2022-07-11,P3Y10M9D,no,no
0650289359-061101277210,omid:br/0650289359,omid:br/061101277210,2022-07-11,P3Y8M16D,no,no
0650289359-062601572715,omid:br/0650289359,omid:br/062601572715,2022-07-11,P19Y9M9D,no,no
0650289359-06301201057,omid:br/0650289359,omid:br/06301201057,2022-07-11,P12Y8M29D,no,no
0650289359-061303065536,omid:br/0650289359,omid:br/061303065536,2022-07-11,P13Y11M11D,no,no
0650289359-0617065242,omid:br/0650289359,omid:br/0617065242,2022-07-11,P14Y8M,no,no
0650289359-0616053677,omid:br/0650289359,omid:br/0616053677,2022-07-11,P4Y,no,no
0650289359-0660193410,omid:br/0650289359,omid:br/0660193410,2022-07-11,P2Y8M27D,no,no
0650289359-061903084955,omid:br/0650289359,omid:br/061903084955,2022-07-11,P2Y5M13D,no,no
0650289359-06801415411,omid:br/0650289359,omid:br/06801415411,2022-07-11,P6Y6M9D,no,no
0650289359-061101277435,omid:br/0650289359,omid:br/061101277435,2022-07-11,P9Y11M,no,no
0650289359-06803291140,omid:br/0650289359,omid:br/06803291140,2022-07-11,P17Y4M0D,no,no
0650289359-0617065272,omid:br/0650289359,omid:br/0617065272,2022-07-11,P14Y8M,no,no
0650289359-062201629327,omid:br/0650289359,omid:br/062201629327,2022-07-11,P1Y5M10D,no,no
0650289359-06901740610,omid:br/0650289359,omid:br/06901740610,2022-07-11,P8Y9M14D,no,no
0650289359-06702958620,omid:br/0650289359,omid:br/06702958620,2022-07-11,P29Y,no,no
0650289359-06701196069,omid:br/0650289359,omid:br/06701196069,2022-07-11,P26Y11M,no,no
0650289359-061903085308,omid:br/0650289359,omid:br/061903085308,2022-07-11,P8Y10M,no,no
06503412996-061602545165,omid:br/06503412996,omid:br/061602545165,2021-06-07,,no,no
06503412996-061303871865,omid:br/06503412996,omid:br/061303871865,2021-06-07,,no,no
06503412996-061303871864,omid:br/06503412996,omid:br/061303871864,2021-06-07,,no,no
06504713905-061302206008,omid:br/06504713905,omid:br/061302206008,2023-02-05,P2Y1M,no,no
06504713905-06270554886,omid:br/06504713905,omid:br/06270554886,2023-02-05,,no,no
06504713905-06270554884,omid:br/06504713905,omid:br/06270554884,2023-02-05,,no,no
06504713905-06270554885,omid:br/06504713905,omid:br/06270554885,2023-02-05,,no,no
06504713905-06270554883,omid:br/06504713905,omid:br/06270554883,2023-02-05,,no,no
06504717606-062203198278,omid:br/06504717606,omid:br/062203198278,2024-06-25,P15Y,no,no
06504717606-06602804299,omid:br/06504717606,omid:br/06602804299,2024-06-25,P8Y,no,no
06504717606-06802461293,omid:br/06504717606,omid:br/06802461293,2024-06-25,P5Y,no,no
06504717606-061202215213,omid:br/06504717606,omid:br/061202215213,2024-06-25,P6Y7M,no,no
06504717606-061302926095,omid:br/06504717606,omid:br/061302926095,2024-06-25,P10Y,no,no
06504717606-06103007154,omid:br/06504717606,omid:br/06103007154,2024-06-25,P3Y4M30D,no,no
06504717606-06403529133,omid:br/06504717606,omid:br/06403529133,2024-06-25,,no,no
06504717606-0670594789,omid:br/06504717606,omid:br/0670594789,2024-06-25,P11Y2M30D,no,no
06504717609-061104323837,omid:br/06504717609,omid:br/061104323837,2024-07-22,,no,no
06504717609-0634092646,omid:br/06504717609,omid:br/0634092646,2024-07-22,P1Y0M12D,no,no
06504717609-06202662735,omid:br/06504717609,omid:br/06202662735,2024-07-22,P2Y9M9D,no,no
06504717609-0690632178,omid:br/06504717609,omid:br/0690632178,2024-07-22,P2Y3M22D,no,no
06504717609-06502112895,omid:br/06504717609,omid:br/06502112895,2024-07-22,P4Y1M7D,no,no
06504717609-061104323836,omid:br/06504717609,omid:br/061104323836,2024-07-22,,no,no
06504717609-06202663029,omid:br/06504717609,omid:br/06202663029,2024-07-22,P2Y9M9D,no,no
06504717609-06140776610,omid:br/06504717609,omid:br/06140776610,2024-07-22,P3Y7M,no,no
06504717609-0634076209,omid:br/06504717609,omid:br/0634076209,2024-07-22,,no,no
06504874593-06240148662,omid:br/06504874593,omid:br/06240148662,2024-08-16,P2Y5M5D,no,no
06504874593-0660268208,omid:br/06504874593,omid:br/0660268208,2024-08-16,P6Y7M14D,no,no
06504874593-062103107520,omid:br/06504874593,omid:br/062103107520,2024-08-16,P6Y1M13D,no,no
06504874593-0630265099,omid:br/06504874593,omid:br/0630265099,2024-08-16,P3Y5M,no,no
06504874593-061101696355,omid:br/06504874593,omid:br/061101696355,2024-08-16,P4Y10M14D,no,no
06504874593-06160186023,omid:br/06504874593,omid:br/06160186023,2024-08-16,P5Y10M28D,no,no
06504874593-062103107561,omid:br/06504874593,omid:br/062103107561,2024-08-16,P7Y2M24D,no,no
06504874593-0630264957,omid:br/06504874593,omid:br/0630264957,2024-08-16,P2Y5M,no,no
06504874593-062103107499,omid:br/06504874593,omid:br/062103107499,2024-08-16,P5Y4M13D,no,no
06504874593-061601159237,omid:br/06504874593,omid:br/061601159237,2024-08-16,P3Y11M15D,no,no
06504874593-061501261682,omid:br/06504874593,omid:br/061501261682,2024-08-16,P4Y5M14D,no,no
06504874593-06802534954,omid:br/06504874593,omid:br/06802534954,2024-08-16,P4Y7M14D,no,no
06504874593-06180333687,omid:br/06504874593,omid:br/06180333687,2024-08-16,P3Y11M13D,no,no
06504874593-061201935913,omid:br/06504874593,omid:br/061201935913,2024-08-16,P5Y7M14D,no,no
06504874593-06180333566,omid:br/06504874593,omid:br/06180333566,2024-08-16,P2Y8M21D,no,no
06504874593-06160186029,omid:br/06504874593,omid:br/06160186029,2024-08-16,P6Y7M27D,no,no
06504874593-06160185941,omid:br/06504874593,omid:br/06160185941,2024-08-16,P3Y4M23D,no,no
06504874593-06110324485,omid:br/06504874593,omid:br/06110324485,2024-08-16,P6Y,no,no
06504874593-062103107543,omid:br/06504874593,omid:br/062103107543,2024-08-16,P7Y1M6D,no,no
06504874593-06504875664,omid:br/06504874593,omid:br/06504875664,2024-08-16,,no,no
06504874593-061401386436,omid:br/06504874593,omid:br/061401386436,2024-08-16,P4Y8M3D,no,no
06504874593-06504875665,omid:br/06504874593,omid:br/06504875665,2024-08-16,,no,no
0650686109-0680692318,omid:br/0650686109,omid:br/0680692318,2021,P3Y,no,no
0650686109-0630604296,omid:br/0650686109,omid:br/0630604296,2021,P1Y,no,no
0650686109-06202939399,omid:br/0650686109,omid:br/06202939399,2021,P9Y,no,no
0650686109-06102953587,omid:br/0650686109,omid:br/06102953587,2021,P9Y,no,no
0650686109-0616077721,omid:br/0650686109,omid:br/0616077721,2021,P2Y,no,no
0650686109-061602329174,omid:br/0650686109,omid:br/061602329174,2021,,no,no
0650686109-06160186020,omid:br/0650686109,omid:br/06160186020,2021,P2Y,no,no
0650686109-061902246370,omid:br/0650686109,omid:br/061902246370,2021,P3Y,no,no
0650686109-06230665978,omid:br/0650686109,omid:br/06230665978,2021,P2Y,no,no
0650788472-0651017094,omid:br/0650788472,omid:br/0651017094,2022-06-10,P0Y10M24D,no,no
0650788472-061202215135,omid:br/0650788472,omid:br/061202215135,2022-06-10,P4Y1M,no,no
0650788472-06801698684,omid:br/0650788472,omid:br/06801698684,2022-06-10,P2Y,no,no
0650788472-0630183674,omid:br/0650788472,omid:br/0630183674,2022-06-10,P3Y0M9D,no,no
0650788472-06220790969,omid:br/0650788472,omid:br/06220790969,2022-06-10,P1Y7M,no,no
0650788472-06302536452,omid:br/0650788472,omid:br/06302536452,2022-06-10,P3Y5M28D,no,no
0650788472-062502144844,omid:br/0650788472,omid:br/062502144844,2022-06-10,P4Y,no,no
0650788472-06170245803,omid:br/0650788472,omid:br/06170245803,2022-06-10,P3Y0M,no,no
0650788472-0640498051,omid:br/0650788472,omid:br/0640498051,2022-06-10,P0Y10M22D,no,no
0650788472-06202254010,omid:br/0650788472,omid:br/06202254010,2022-06-10,P1Y,no,no
0650788472-06801698683,omid:br/0650788472,omid:br/06801698683,2022-06-10,P1Y6M4D,no,no
0650788472-061102212584,omid:br/0650788472,omid:br/061102212584,2022-06-10,P4Y,no,no
0650788472-06170245793,omid:br/0650788472,omid:br/06170245793,2022-06-10,P2Y6M,no,no
0650788472-0650148656,omid:br/0650788472,omid:br/0650148656,2022-06-10,P2Y5M,no,no
0650788472-06602416958,omid:br/0650788472,omid:br/06602416958,2022-06-10,P3Y,no,no
0650788472-06801698679,omid:br/0650788472,omid:br/06801698679,2022-06-10,P0Y11M30D,no,no
0650788472-061802101732,omid:br/0650788472,omid:br/061802101732,2022-06-10,P2Y11M21D,no,no
0650788472-06102372759,omid:br/0650788472,omid:br/06102372759,2022-06-10,P1Y8M9D,no,no
0650788472-062201881707,omid:br/0650788472,omid:br/062201881707,2022-06-10,P3Y4M21D,no,no
0650788472-06150856987,omid:br/0650788472,omid:br/06150856987,2022-06-10,P1Y,no,no
0650788472-06302536447,omid:br/0650788472,omid:br/06302536447,2022-06-10,P3Y5M28D,no,no
0650788472-061602134245,omid:br/0650788472,omid:br/061602134245,2022-06-10,P4Y,no,no
0650954427-066049887,omid:br/0650954427,omid:br/066049887,2018-07-03,P2Y,no,no
0650954427-06403150785,omid:br/0650954427,omid:br/06403150785,2018-07-03,P6Y,no,no
0650954427-061801640300,omid:br/0650954427,omid:br/061801640300,2018-07-03,P2Y,no,no
0650954427-061402736353,omid:br/0650954427,omid:br/061402736353,2018-07-03,P41Y6M3D,no,no
0650954427-062103006849,omid:br/0650954427,omid:br/062103006849,2018-07-03,P41Y6M3D,no,no
0650954427-062602177384,omid:br/0650954427,omid:br/062602177384,2018-07-03,P6Y,no,no
0650954427-061402584184,omid:br/0650954427,omid:br/061402584184,2018-07-03,P15Y2M,no,no
06510101778-062202299664,omid:br/06510101778,omid:br/062202299664,2023-01-08,P5Y,no,no
06510101778-06503093724,omid:br/06510101778,omid:br/06503093724,2023-01-08,P1Y4M0D,no,no
06510101778-06302686809,omid:br/06510101778,omid:br/06302686809,2023-01-08,P4Y0M,no,no
06510101778-062099934,omid:br/06510101778,omid:br/062099934,2023-01-08,P7Y4M,no,no
06510101778-0640636581,omid:br/06510101778,omid:br/0640636581,2023-01-08,P16Y10M,no,no
06510101778-06702741919,omid:br/06510101778,omid:br/06702741919,2023-01-08,P7Y,no,no
06510101778-062099913,omid:br/06510101778,omid:br/062099913,2023-01-08,P6Y7M9D,no,no
06510101778-061901475665,omid:br/06510101778,omid:br/061901475665,2023-01-08,P10Y,no,no
06510101778-06120823086,omid:br/06510101778,omid:br/06120823086,2023-01-08,P5Y0M5D,no,no
06510101778-06301822898,omid:br/06510101778,omid:br/06301822898,2023-01-08,P11Y,no,no
06510101778-06120445678,omid:br/06510101778,omid:br/06120445678,2023-01-08,P8Y9M22D,no,no
06510101778-061301180295,omid:br/06510101778,omid:br/061301180295,2023-01-08,P5Y5M27D,no,no
06510101778-061502190933,omid:br/06510101778,omid:br/061502190933,2023-01-08,P4Y7M,no,no
06510101778-062603587355,omid:br/06510101778,omid:br/062603587355,2023-01-08,P0Y7M2D,no,no
06510101778-06801478463,omid:br/06510101778,omid:br/06801478463,2023-01-08,P5Y,no,no
06510101778-0650447989,omid:br/06510101778,omid:br/0650447989,2023-01-08,P5Y4M30D,no,no
06510121207-061101713414,omid:br/06510121207,omid:br/061101713414,2023-06,P3Y,no,no
06510121207-06370155524,omid:br/06510121207,omid:br/06370155524,2023-06,P1Y4M,no,no
06510121207-061203813847,omid:br/06510121207,omid:br/061203813847,2023-06,,no,no
06510121207-06310108462,omid:br/06510121207,omid:br/06310108462,2023-06,,no,no
06510177923-06101869337,omid:br/06510177923,omid:br/06101869337,2023,P3Y,no,no
06510177923-06103548152,omid:br/06510177923,omid:br/06103548152,2023,P17Y,no,no
06510177923-061503295263,omid:br/06510177923,omid:br/061503295263,2023,P30Y,no,no
06510177923-062603045959,omid:br/06510177923,omid:br/062603045959,2023,P13Y,no,no
06510177923-062401472027,omid:br/06510177923,omid:br/062401472027,2023,P46Y,no,no
06510177923-062403478218,omid:br/06510177923,omid:br/062403478218,2023,P59Y,no,no
06510177923-061402750359,omid:br/06510177923,omid:br/061402750359,2023,P20Y,no,no
06510177923-062603328782,omid:br/06510177923,omid:br/062603328782,2023,P2Y,no,no
06510177923-062202191203,omid:br/06510177923,omid:br/062202191203,2023,P10Y,no,no
06510177923-06220348544,omid:br/06510177923,omid:br/06220348544,2023,P36Y,no,no
06510177923-06802610541,omid:br/06510177923,omid:br/06802610541,2023,P3Y,no,no
06510177923-0650720068,omid:br/06510177923,omid:br/0650720068,2023,P13Y,no,no
06510177923-06703420362,omid:br/06510177923,omid:br/06703420362,2023,P7Y,no,no
06510177923-06110430794,omid:br/06510177923,omid:br/06110430794,2023,P12Y,no,no
06510177923-06203523198,omid:br/06510177923,omid:br/06203523198,2023,P17Y,no,no
06510177923-067045648,omid:br/06510177923,omid:br/067045648,2023,P5Y,no,no
06510177923-06490156099,omid:br/06510177923,omid:br/06490156099,2023,P19Y,no,no
